Şəhər,Model,Yeni,Mühərrik,Yürüş,Ötürücü,price,Sürətlər qutusu,Rəng,Qəzalı,url,Sahiblər,Marka,Vəziyyəti,Hansı bazar üçün yığılıb,Buraxılış ili,Yerlərin sayı,Ban növü
Bakı,428,Xeyr,2.0 L / 245 a.g. / Benzin,144 000 km,Arxa,≈ 32 300 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9655109-bmw-428,0,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,4,Kupe
Bakı,Ceed SW,Xeyr,1.6 L / 128 a.g. / Benzin,142 146 km,Ön,18 000 AZN,Mexaniki (MT),Qırmızı,,https://turbo.az/autos/8507513-kia-ceed-sw,0,Kia,"Vuruğu yoxdur, rənglənməyib",Avropa,2014,5,"Universal, 5 qapı"
Bakı,C 300 4MATIC,Xeyr,2.0 L / 245 a.g. / Benzin,210 000 km,Tam,≈ 39 100 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9420066-mercedes-c-300-4matic,2,Mercedes,"Vuruğu yoxdur, rənglənib",Amerika,2017,5,Sedan
Xaçmaz,Santa Fe,Xeyr,2.0 L / 184 a.g. / Dizel,268 000 km,Ön,21 900 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9727939-hyundai-santa-fe,,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2009,7,"Offroader / SUV, 5 qapı"
Bakı,Sportage,Xeyr,2.0 L / 163 a.g. / Benzin,187 000 km,Tam,21 700 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9723106-kia-sportage,,Kia,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2011,5,"Offroader / SUV, 5 qapı"
Bakı,528,Xeyr,2.0 L / 245 a.g. / Benzin,130 000 km,Arxa,≈ 34 850 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9645413-bmw-528,0,BMW,"Vuruğu yoxdur, rənglənib",Amerika,2013,5,Sedan
Bakı,Prius,Xeyr,1.8 L / 98 a.g. / Hibrid,140 000 km,Ön,22 700 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9741845-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",Avropa,2018,5,Liftbek
Bakı,Raider,Bəli,150 sm3/ 14 a.g. / Benzin,0 km,Arxa,3 799 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/9416404-tvs-raider,0,TVS,"Vuruğu yoxdur, rənglənməyib",Avropa,2025,2,Motosiklet
Bakı,Master,Xeyr,2.3 L / 110 a.g. / Dizel,76 000 km,Arxa,33 000 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9630341-renault-master,,Renault,"Vuruğu yoxdur, rənglənməyib",Digər,2021,,Furqon
Bakı,Apache RTR 200,Bəli,200 sm3/ 21 a.g. / Benzin,0 km,Arxa,5 299 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/8656905-tvs-apache-rtr-200,0,TVS,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,2,Motosiklet
Sumqayıt,Ceed SW,Xeyr,1.4 L / 109 a.g. / Benzin,194 000 km,Ön,15 000 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9741830-kia-ceed-sw,,Kia,"Vuruğu yoxdur, rənglənməyib",Avropa,2009,5,"Universal, 5 qapı"
Bakı,ID.6 X,Xeyr,204 a.g. / Elektro,13 000 km,Arxa,43 000 AZN,Avtomat (Reduktor),Qəhvəyi,,https://turbo.az/autos/9021728-volkswagen-id-6-x,1,Volkswagen,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,7,"Offroader / SUV, 5 qapı"
Bakı,DY200T-11,Bəli,200 sm3/ 14 a.g. / Benzin,0 km,Arxa,3 999 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9485285-dayun-dy200t-11,0,Dayun,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,2,Moped
Bakı,Apache RTR 160 4V,Bəli,200 sm3/ 18 a.g. / Benzin,0 km,Arxa,4 599 AZN,Mexaniki (MT),Göy,,https://turbo.az/autos/9206548-tvs-apache-rtr-160-4v,0,TVS,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,2,Motosiklet
Bakı,Rio,Xeyr,1.4 L / 107 a.g. / Benzin,166 000 km,Ön,16 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9741612-kia-rio,,Kia,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2014,5,Sedan
Sabirabad,2106,Xeyr,1.5 L / 72 a.g. / Benzin,32 388 km,Arxa,1 500 AZN,Mexaniki (MT),Tünd qırmızı,,https://turbo.az/autos/9741844-lada-vaz-2106,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,1988,5,Sedan
Bakı,Monjaro,Bəli,1.5 L / 245 a.g. / Hibrid,0 km,Ön,≈ 40 358 AZN,Avtomat (Reduktor),Qara,,https://turbo.az/autos/9711202-geely-monjaro,0,Geely,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,CS 55 Plus,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,29 200 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9461858-changan-cs-55-plus,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,K5,Xeyr,1.6 L / 180 a.g. / Benzin,154 000 km,Ön,33 000 AZN,Avtomat (AT),Qırmızı,,https://turbo.az/autos/8968212-kia-k5,2,Kia,"Vuruğu yoxdur, rənglənməyib",Amerika,2020,5,Sedan
Bakı,Sorento,Xeyr,2.0 L / 184 a.g. / Dizel,185 943 km,Ön,22 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9715988-kia-sorento,0,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2009,7,"Offroader / SUV, 5 qapı"
Bakı,X5,Xeyr,3.0 L / 335 a.g. / Benzin,93 000 km,Arxa,100 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9690060-bmw-x5,,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2020,,"Offroader / SUV, 5 qapı"
Bakı,Rio,Xeyr,1.4 L / 107 a.g. / Benzin,195 000 km,Ön,12 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9716220-kia-rio,,Kia,"Vuruğu yoxdur, rənglənməyib",,2012,5,Sedan
Bakı,Accent,Xeyr,1.4 L / 107 a.g. / Benzin,185 000 km,Ön,19 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9666576-hyundai-accent,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2014,5,Sedan
Bakı,C 200,Xeyr,2.0 L / 136 a.g. / Benzin,333 000 km,Arxa,8 600 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9657681-mercedes-c-200,0,Mercedes,"Vuruğu yoxdur, rənglənib",Digər,1999,5,Sedan
Bakı,Mustang,Xeyr,2.3 L / 317 a.g. / Benzin,90 000 km,Arxa,≈ 33 660 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9698885-ford-mustang,,Ford,"Vuruğu yoxdur, rənglənməyib",,2015,4,Kupe
Bakı,S 55 AMG,Xeyr,5.4 L / 500 a.g. / Benzin,140 000 km,Arxa,22 900 AZN,Avtomat (AT),Qızılı,,https://turbo.az/autos/9694323-mercedes-s-55-amg,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2004,5,Sedan
Bakı,i5,Xeyr,340 a.g. / Elektro,6 000 km,Arxa,≈ 84 830 AZN,Avtomat (Reduktor),Boz,,https://turbo.az/autos/9732811-bmw-i5,,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2024,5,Sedan
Bakı,C 220,Xeyr,2.2 L / 150 a.g. / Benzin,436 000 km,Arxa,8 000 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9699550-mercedes-c-220,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1996,5,Sedan
Bakı,528,Xeyr,2.0 L / 245 a.g. / Benzin,130 000 km,Arxa,≈ 34 850 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9645413-bmw-528,0,BMW,"Vuruğu yoxdur, rənglənib",Amerika,2013,5,Sedan
Bakı,Prius,Xeyr,1.8 L / 98 a.g. / Hibrid,140 000 km,Ön,22 700 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9741845-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",Avropa,2018,5,Liftbek
Bakı,Raider,Bəli,150 sm3/ 14 a.g. / Benzin,0 km,Arxa,3 799 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/9416404-tvs-raider,0,TVS,"Vuruğu yoxdur, rənglənməyib",Avropa,2025,2,Motosiklet
Bakı,Master,Xeyr,2.3 L / 110 a.g. / Dizel,76 000 km,Arxa,33 000 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9630341-renault-master,,Renault,"Vuruğu yoxdur, rənglənməyib",Digər,2021,,Furqon
Bakı,Apache RTR 200,Bəli,200 sm3/ 21 a.g. / Benzin,0 km,Arxa,5 299 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/8656905-tvs-apache-rtr-200,0,TVS,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,2,Motosiklet
Sumqayıt,Ceed SW,Xeyr,1.4 L / 109 a.g. / Benzin,194 000 km,Ön,15 000 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9741830-kia-ceed-sw,,Kia,"Vuruğu yoxdur, rənglənməyib",Avropa,2009,5,"Universal, 5 qapı"
Bakı,ID.6 X,Xeyr,204 a.g. / Elektro,13 000 km,Arxa,43 000 AZN,Avtomat (Reduktor),Qəhvəyi,,https://turbo.az/autos/9021728-volkswagen-id-6-x,1,Volkswagen,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,7,"Offroader / SUV, 5 qapı"
Bakı,DY200T-11,Bəli,200 sm3/ 14 a.g. / Benzin,0 km,Arxa,3 999 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9485285-dayun-dy200t-11,0,Dayun,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,2,Moped
Bakı,Apache RTR 160 4V,Bəli,200 sm3/ 18 a.g. / Benzin,0 km,Arxa,4 599 AZN,Mexaniki (MT),Göy,,https://turbo.az/autos/9206548-tvs-apache-rtr-160-4v,0,TVS,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,2,Motosiklet
Bakı,Rio,Xeyr,1.4 L / 107 a.g. / Benzin,166 000 km,Ön,16 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9741612-kia-rio,,Kia,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2014,5,Sedan
Sabirabad,2106,Xeyr,1.5 L / 72 a.g. / Benzin,32 388 km,Arxa,1 500 AZN,Mexaniki (MT),Tünd qırmızı,,https://turbo.az/autos/9741844-lada-vaz-2106,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,1988,5,Sedan
Bakı,CLS 450,Xeyr,3.0 L / 367 a.g. / Benzin,87 000 km,Arxa,≈ 85 000 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9673000-mercedes-cls-450,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Amerika,2019,4,Sedan
Bakı,Santa Fe,Xeyr,2.0 L / 184 a.g. / Dizel,225 000 km,Ön,28 200 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/8959784-hyundai-santa-fe,1,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2014,5,"Offroader / SUV, 5 qapı"
Bakı,Sprinter 315,Xeyr,2.2 L / 150 a.g. / Dizel,256 450 km,Arxa,29 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9739696-mercedes-sprinter-315,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2007,3,Yük maşını
Bakı,K5,Xeyr,1.6 L / 180 a.g. / Benzin,39 400 km,Tam,35 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9659783-kia-k5,,Kia,"Vuruğu yoxdur, rənglənməyib",Amerika,2022,5,Sedan
Bakı,Touring,Bəli,2.0 L / 150 a.g. / Dizel,0 km,Arxa,46 900 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8871858-jmc-touring,,JMC,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,3,Furqon
Bakı,Cobalt,Xeyr,1.5 L / 106 a.g. / Benzin,23 000 km,Ön,20 490 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9515641-chevrolet-cobalt,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,5,Sedan
Bakı,GLB 250 4MATIC,Xeyr,2.0 L / 224 a.g. / Benzin,21 500 km,Tam,≈ 66 300 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9741832-mercedes-glb-250-4matic,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Amerika,2023,5,"Offroader / SUV, 5 qapı"
Sumqayıt,Prius,Xeyr,1.5 L / 76 a.g. / Hibrid,286 000 km,Ön,11 300 AZN,Avtomat (Variator),Boz,,https://turbo.az/autos/9741843-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",Amerika,2006,5,Liftbek
Bakı,Carrying 4x2,Bəli,2.8 L / 122 a.g. / Dizel,0 km,Arxa,34 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8675975-jmc-carrying-4x2,,JMC,"Vuruğu yoxdur, rənglənməyib",Çin,2024,3,Yük maşını
Bakı,Astra,Xeyr,1.9 L / 150 a.g. / Dizel,600 000 km,Ön,7 600 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/9740748-opel-astra,,Opel,"Vuruğu yoxdur, rənglənməyib",Amerika,2008,5,"Hetçbek, 5 qapı"
Bakı,Astra,Xeyr,1.3 L / 90 a.g. / Dizel,317 000 km,Ön,8 950 AZN,Mexaniki (MT),Göy,,https://turbo.az/autos/9705583-opel-astra,,Opel,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2007,5,"Universal, 5 qapı"
Bakı,K3,Xeyr,1.6 L / 136 a.g. / Dizel,123 000 km,Ön,21 800 AZN,Avtomat (Robot),Ağ,,https://turbo.az/autos/9683877-kia-k3,0,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2017,5,Sedan
Bakı,Vectra,Xeyr,1.6 L / 100 a.g. / Benzin,480 000 km,Ön,4 200 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741842-opel-vectra,,Opel,"Vuruğu var, rənglənib",Avropa,1997,5,Sedan
Bakı,CS 55 Plus,Bəli,1.5 L / 313 a.g. / Plug-in Hibrid,0 km,Ön,31 000 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9516239-changan-cs-55-plus,,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Land Cruiser Prado,Bəli,2.8 L / 200 a.g. / Dizel,0 km,Tam,≈ 127 160 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9292231-toyota-land-cruiser-prado,,Toyota,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,7,"Offroader / SUV, 5 qapı"
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,≈ 33 830 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9602462-changan-uni-z,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,U10 PRO HIGHLAND,Bəli,1000 sm3/ 90 a.g. / Benzin,0 km,Tam,29 900 AZN,Avtomat (AT),Yaşıl,,https://turbo.az/autos/9698053-cfmoto-u10-pro-highland,,CFMOTO,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,3,Kvadrosikl
Bakı,Palisade,Xeyr,2.2 L / 202 a.g. / Dizel,91 433 km,Ön,65 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9729458-hyundai-palisade,1,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2021,8+,"Offroader / SUV, 5 qapı"
Bakı,Genesis Coupe,Xeyr,2.0 L / 260 a.g. / Benzin,181 856 km,Arxa,17 500 AZN,Avtomat (AT),Qırmızı,,https://turbo.az/autos/9735607-hyundai-genesis-coupe,,Hyundai,"Vuruğu var, rənglənib",Amerika,2012,4,Kupe
Bakı,SD,Xeyr,1.7 L / 113 a.g. / Benzin,380 000 km,Ön,8 200 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9664379-khazar-sd,0,Khazar,"Vuruğu yoxdur, rənglənməyib",Digər,2018,5,Sedan
Bakı,Range Rover,Xeyr,3.0 L / 360 a.g. / Benzin,101 000 km,Tam,66 700 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9339537-land-rover-range-rover,2,Land Rover,"Vuruğu yoxdur, rənglənməyib",,2017,5,"Offroader / SUV, 5 qapı"
Şirvan,528,Xeyr,2.0 L / 245 a.g. / Benzin,85 000 km,Arxa,≈ 32 300 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/8698100-bmw-528,1,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,5,Sedan
Bakı,Jetta,Xeyr,2.5 L / 170 a.g. / Benzin,198 683 km,Ön,13 800 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9740362-volkswagen-jetta,0,Volkswagen,"Vuruğu yoxdur, rənglənib",,2012,,Sedan
Bakı,Fusion (North America),Xeyr,1.5 L / 181 a.g. / Benzin,160 000 km,Ön,18 900 AZN,Avtomat (AT),Mavi,,https://turbo.az/autos/9702820-ford-fusion-north-america,,Ford,"Vuruğu var, rənglənməyib",Amerika,2019,5,Sedan
Bakı,Qiyuan Q07,Bəli,1.5 L / 374 a.g. / Plug-in Hibrid,0 km,Ön,40 500 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9696891-changan-qiyuan-q07,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Range Rover,Xeyr,3.0 L / 258 a.g. / Dizel,94 000 km,Tam,≈ 117 109 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9670382-land-rover-range-rover,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Amerika,2019,5,"Offroader / SUV, 5 qapı"
Bakı,Santa Fe,Xeyr,2.4 L / 175 a.g. / Benzin,139 000 km,Tam,31 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9741850-hyundai-santa-fe,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2012,7,"Offroader / SUV, 5 qapı"
Bakı,Corolla,Xeyr,1.6 L / 124 a.g. / Benzin,196 000 km,Ön,21 800 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9499929-toyota-corolla,,Toyota,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2014,,Sedan
Bakı,CS 35,Xeyr,1.6 L / 113 a.g. / Benzin,156 000 km,Ön,15 700 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9709887-changan-cs-35,,Changan,"Vuruğu yoxdur, rənglənməyib",,2014,5,"Offroader / SUV, 5 qapı"
Bakı,520,Xeyr,2.0 L / 190 a.g. / Dizel,245 000 km,Arxa,29 700 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9698838-bmw-520,0,BMW,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,5,Sedan
Bakı,Sonata,Xeyr,2.4 L / 203 a.g. / Benzin,160 934 km,Ön,16 600 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9688789-hyundai-sonata,,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2010,5,Sedan
Gəncə,Optima,Xeyr,2.0 L / 165 a.g. / Benzin,161 000 km,Ön,21 200 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9732859-kia-optima,0,Kia,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2012,5,Sedan
Bakı,530,Xeyr,2.0 L / 249 a.g. / Benzin,49 000 km,Arxa,≈ 56 100 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9715714-bmw-530,,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2021,5,Sedan
Bakı,Vito,Xeyr,1.6 L / 114 a.g. / Dizel,168 500 km,Ön,44 900 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8780537-mercedes-vito,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2018,8+,Minivan
Bakı,Sorento,Xeyr,2.0 L / 184 a.g. / Dizel,236 000 km,Ön,24 600 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9737447-kia-sorento,,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2011,7,"Offroader / SUV, 5 qapı"
Bakı,Rio,Xeyr,1.4 L / 107 a.g. / Benzin,83 500 km,Ön,17 500 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9065065-kia-rio,1,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,5,"Hetçbek, 5 qapı"
Bakı,GLE 450 4MATIC,Xeyr,3.0 L / 367 a.g. / Benzin,66 000 km,Tam,≈ 101 998 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9658922-mercedes-gle-450-4matic,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2019,,"Offroader / SUV, 5 qapı"
Bakı,Corolla Fielder,Xeyr,1.5 L / 74 a.g. / Hibrid,88 568 km,Ön,22 400 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9610977-toyota-corolla-fielder,1,Toyota,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2019,5,"Universal, 5 qapı"
Bakı,ML 350 4MATIC,Xeyr,3.5 L / 272 a.g. / Benzin,254 000 km,Tam,19 300 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9561323-mercedes-ml-350-4matic,,Mercedes,"Vuruğu yoxdur, rənglənməyib",,2009,,"Offroader / SUV, 5 qapı"
Bakı,Kodiaq,Xeyr,1.4 L / 150 a.g. / Benzin,10 000 km,Ön,39 000 AZN,Avtomat (Robot),Boz,,https://turbo.az/autos/9541243-skoda-kodiaq,1,Skoda,"Vuruğu yoxdur, rənglənməyib",,2023,5,"Offroader / SUV, 5 qapı"
Bakı,528,Xeyr,2.0 L / 245 a.g. / Benzin,140 000 km,Arxa,23 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741847-bmw-528,,BMW,"Vuruğu yoxdur, rənglənməyib",,2013,5,Sedan
Xaçmaz,GAZel (3302-18),Xeyr,2.4 L / 131 a.g. / Benzin,552 000 km,Arxa,15 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9741846-gaz-gazel-3302-18,,GAZ,"Vuruğu yoxdur, rənglənməyib",Rusiya,2005,3,Yük maşını
Bakı,X5,Xeyr,3.0 L / 298 a.g. / Dizel,34 500 km,Tam,≈ 170 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9736770-bmw-x5,0,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,5,"Offroader / SUV, 5 qapı"
Bakı,X55,Bəli,1.5 L / 150 a.g. / Benzin,0 km,Ön,33 900 AZN,Avtomat (Robot),Göy,,https://turbo.az/autos/4397746-baic-x55,,Baic,"Vuruğu yoxdur, rənglənməyib",,2024,,"Offroader / SUV, 5 qapı"
Bakı,740,Bəli,3.0 L / 381 a.g. / Benzin,0 km,Tam,352 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9589380-bmw-740,,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,Sedan
Bakı,Kicks,Xeyr,1.6 L / 125 a.g. / Benzin,56 750 km,Ön,24 000 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9731729-nissan-kicks,0,Nissan,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2020,5,"Offroader / SUV, 5 qapı"
Bakı,E 300 e,Xeyr,2.0 L / 320 a.g. / Plug-in Hibrid,26 700 km,Arxa,≈ 89 250 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/8354005-mercedes-e-300-e,1,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2022,5,Sedan
Bakı,Prius,Xeyr,1.8 L / 99 a.g. / Hibrid,209 000 km,Ön,16 300 AZN,Avtomat (Variator),Gümüşü,,https://turbo.az/autos/9713841-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",Digər,2012,5,Liftbek
Bakı,428,Xeyr,2.0 L / 245 a.g. / Benzin,144 000 km,Arxa,≈ 32 300 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9655109-bmw-428,0,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,4,Kupe
Bakı,GLS 600 4MATIC,Xeyr,4.0 L / 557 a.g. / Benzin,31 000 km,Tam,≈ 382 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/8854796-mercedes-maybach-gls-600-4matic,,Mercedes-Maybach,"Vuruğu yoxdur, rənglənməyib",Avropa,2023,,"Offroader / SUV, 5 qapı"
Bakı,L7,Xeyr,1.5 L / 449 a.g. / Plug-in Hibrid,38 000 km,Tam,≈ 70 550 AZN,Avtomat (Reduktor),Qara,,https://turbo.az/autos/9506606-li-auto-l7,,Li Auto,"Vuruğu yoxdur, rənglənməyib",,2023,5,"Offroader / SUV, 5 qapı"
Bakı,K3,Xeyr,1.6 L / 204 a.g. / Benzin,58 000 km,Ön,29 700 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9504264-kia-k3,1,Kia,"Vuruğu yoxdur, rənglənməyib",Amerika,2023,5,Sedan
Bakı,Cruze,Xeyr,1.4 L / 140 a.g. / Benzin,152 202 km,Ön,16 900 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9715336-chevrolet-cruze,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Koreya,2016,5,Sedan
Bakı,i40,Xeyr,1.7 L / 136 a.g. / Dizel,276 000 km,Ön,19 100 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9725336-hyundai-i40,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2012,5,"Universal, 5 qapı"
Bakı,E 200,Xeyr,2.0 L / 184 a.g. / Hibrid,72 000 km,Arxa,≈ 69 700 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9609213-mercedes-e-200,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2020,5,Sedan
Bakı,E 220,Xeyr,2.1 L / 170 a.g. / Dizel,339 700 km,Arxa,17 600 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9736942-mercedes-e-220,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Digər,2009,5,Sedan
Bakı,Qiyuan Q07,Bəli,1.5 L / 224 a.g. / Plug-in Hibrid,0 km,Ön,41 400 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9587657-changan-qiyuan-q07,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,528,Xeyr,2.0 L / 245 a.g. / Benzin,183 000 km,Arxa,21 200 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9371745-bmw-528,0,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2012,5,Sedan
